Time (t),Original_Delayed,Original_Current,Derived_Delayed,Derived_Current,Residual_Error
4751.0,0.5750416504449168,1.1669576223042115,0.840538629614748,0.6480970931922995,0.518860529111912
4752.0,0.5579695162721094,1.163206174032082,0.7875301023162592,0.7235790004710031,0.43962717356107894
4753.0,0.5511371181367885,1.1575704996442422,0.7388041379608505,0.7906560984398697,0.36691440120437246
4754.0,0.5582203230904962,1.1524643129974224,0.694276251050826,0.8469325389583321,0.30553177403909026
4755.0,0.5815741948431851,1.1506472520508249,0.6534690125405711,0.8920288474339131,0.25861840461691177
4756.0,0.6206578378600346,1.1546875157468348,0.6156164547579454,0.9265372398498731,0.22815027589696169
4757.0,0.671797029435645,1.166151930817269,0.5798671595020675,0.9513831383357216,0.21476879248154734
4758.0,0.7297620663040483,1.1847597184657215,0.5455604137404733,0.9675287040336169,0.21723101443210457
4759.0,0.7897576777259212,1.207733217471963,0.5124609363269277,0.975893626834518,0.23183959063744508
4760.0,0.8484348144080318,1.2297147111121387,0.48083270172793585,0.9773845503374078,0.2523301607747309
4761.0,0.9038712349268874,1.2439074618397983,0.4513485001446875,0.9729520076717131,0.2709554541680852
4762.0,0.9551075635503009,1.244505744913195,0.4249622310996119,0.9636338042092836,0.2808719407039115
4763.0,1.001663759259059,1.228934517167309,0.402884421479193,0.9505857388604831,0.2783487783068258
4764.0,1.0431908633502704,1.198240091485306,0.3867191006681096,0.9351243747490893,0.2631157167362167
4765.0,1.0792919952137483,1.1558006099566707,0.37873893040527384,0.9188086061764706,0.23699200378020002
4766.0,1.1095098288957186,1.1057185934285527,0.382174629822425,0.9035719286487508,0.20214666477980192
4767.0,1.133436666183273,1.0517744835631935,0.40112503179753556,0.8918704253069836,0.1599040582562099
4768.0,1.150861908332191,0.9970113891172027,0.43929001197084744,0.8866978092138096,0.11031357990339308
4769.0,1.1618822535458198,0.9437027386886452,0.4971617819041979,0.8911877523788058,0.05251498630983942
4770.0,1.166959077817013,0.8934733644703662,0.5697476666000676,0.9076529781966116,-0.014179613726245432
4771.0,1.1669576223042115,0.8474368166498338,0.6480970931922995,0.9364038215810603,-0.08896700493122645
